population_size,generations,crossover_rate,mutation_rate,soc_arr,soc_target,soh_initial,b_max,r_cmax,r_dmin,full_exp_name,exp_name,start_datetime,home_size,home_id,pv_size,electricity_cost_model,output_file_path,plot_results,methods,exp_start_time,exp_end_time,exp_duration_sec,no_v2g_energy_cost,no_v2g_batt_deg_cost,no_v2g_total_cost,rulebased_energy_cost,rulebased_batt_deg_cost,rulebased_total_cost,nsga_energy_cost,nsga_batt_deg_cost,nsga_total_cost
150,200,0.85,0.07,0.100791139240507,0.8,0.9515991446006568,76.1,2.75,-2.75,med_home1907_8kwpv_1,"med_home1907_8kwpv_1_10,3,22","10,3,22",med,1907,8,ToU,results,True,"['no_v2g', 'rulebased', 'nsga']",20260424_115610,20260424_115721,71.889795,4.0790314033333335,0.0,4.0790314033333335,4.478362847777778,0.0343238863986233,4.512686734176402,5.086026834008934,0.0026581556951187,5.088684989704053
150,200,0.85,0.07,0.100791139240507,0.8,0.9515991446006568,76.1,2.75,-2.75,med_home1907_8kwpv_1,"med_home1907_8kwpv_1_5,7,14","5,7,14",med,1907,8,ToU,results,True,"['no_v2g', 'rulebased', 'nsga']",20260424_115834,20260424_120100,146.663877,7.706492518783333,0.0,7.706492518783333,8.516789630137781,0.0343238863986233,8.551113516536404,8.18918553603686,0.002690632808558,8.191876168845418
150,200,0.85,0.07,0.100791139240507,0.8,0.9515991446006568,76.1,2.75,-2.75,med_home1907_8kwpv_1,"med_home1907_8kwpv_1_3,2,19","3,2,19",med,1907,8,ToU,results,True,"['no_v2g', 'rulebased', 'nsga']",20260424_131412,20260424_131601,108.818525,5.718380339333335,0.0,5.718380339333335,6.159493485777777,0.03432388639862333,6.193817372176401,6.725375770008935,0.0026581556951187114,6.728033925704054
