"PVWatts Hourly PV Performance Data"
"Requested Location","300 alumni drive"
"Location","Lat, Lng: 38.01, -84.5"
"Latitude (DD)","38.01"
"Longitude (DD)","-84.50"
"Elevation (m)","302.79998779297"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"5","7","8","193","238","14","1.9","0.14","330.68","22.216","2260.401","2148.598"
"5","7","9","21","255","16","2","0.14","255.031","22.178","1700.178","1608.225"
"5","7","10","347","378","17","2.1","0.14","683.441","33.239","4453.349","4263.841"
"5","7","11","864","145","18","2","0.14","986.023","41.944","6229.801","5977.346"
"5","7","12","863","153","18","1.9","0.14","1023.668","43.361","6416.38","6157.313"
"5","7","13","535","362","18","1.8","0.14","899.894","40.728","5679.888","5446.919"
"5","7","14","73","393","18","1.8","0.14","447.478","29.277","2922.252","2786.996"
"5","7","15","218","341","18","1.6","0.14","496.922","31.118","3266.281","3118.835"
"5","7","16","46","232","18","1.3","0.14","245.802","24.957","1636.559","1546.861"
"5","7","17","117","159","17","1","0.14","189.466","22.768","1260.029","1183.673"
"5","7","18","0","19","16","0.8","0.14","17.597","16.565","109.327","73.745"
"5","7","19","0","0","14","0.8","0.14","0","0","0","0"
"5","7","20","0","0","14","0.8","0.14","0","14","0","0"
"5","7","21","0","0","14","0.9","0.14","0","14","0","0"
"5","7","22","0","0","13","0.9","0.14","0","13","0","0"
"5","7","23","0","0","12","0.9","0.14","0","12","0","0"
"5","8","0","0","0","11","1","0.14","0","11","0","0"
"5","8","1","0","0","11","1","0.14","0","11","0","0"
"5","8","2","0","0","10","0.9","0.14","0","10","0","0"
"5","8","3","0","0","10","0.9","0.14","0","10","0","0"
"5","8","4","0","0","9","1","0.14","0","9","0","0"
"5","8","5","0","0","10","1.2","0.14","0","10","0","0"
"5","8","6","81","59","12","1.6","0.14","58.274","13.511","359.311","314.871"
"5","8","7","278","135","14","2","0.14","213.576","19.156","1415.364","1333.504"
"5","8","8","739","107","16","2.4","0.14","503.637","27.38","3443.479","3289.754"
"5","8","9","370","296","18","2.6","0.14","561.472","30.165","3729.261","3565.41"
"5","8","10","391","355","19","2.6","0.14","698.727","34.108","4542.592","4349.921"
"5","8","11","326","429","20","2.5","0.14","751.977","36.531","4813.097","4610.842"
"5","8","12","78","454","21","2.4","0.14","524.649","32.721","3371.792","3220.608"
"5","8","13","1","138","20","2.3","0.14","130.293","22.964","834.395","773.121"
"5","8","14","152","418","20","2","0.14","549.668","33.302","3553.307","3395.691"
"5","8","15","70","326","20","1.7","0.14","365.99","29.44","2395.332","2278.748"
"5","8","16","0","53","19","1.3","0.14","49.246","20.393","312.964","270.166"
"5","8","17","273","150","18","0.9","0.14","236.399","25.364","1550.776","1464.117"
"5","8","18","132","75","17","0.7","0.14","81.636","19.629","490.423","441.337"
"5","8","19","0","0","16","0.8","0.14","0","0","0","0"
"5","8","20","0","0","15","0.9","0.14","0","15","0","0"
"5","8","21","0","0","15","0.9","0.14","0","15","0","0"
"5","8","22","0","0","14","0.9","0.14","0","14","0","0"
"5","8","23","0","0","14","1","0.14","0","14","0","0"
"5","9","0","0","0","13","1","0.14","0","13","0","0"
"5","9","1","0","0","13","1.1","0.14","0","13","0","0"
"5","9","2","0","0","12","1.1","0.14","0","12","0","0"
"5","9","3","0","0","12","1.1","0.14","0","12","0","0"
"5","9","4","0","0","12","1.1","0.14","0","12","0","0"
"5","9","5","0","0","13","1.3","0.14","0","13","0","0"
"5","9","6","121","60","15","1.7","0.14","61.454","16.546","364.176","319.563"
"5","9","7","584","94","17","1.9","0.14","273.984","23.708","1756.741","1662.785"
"5","9","8","563","155","19","1.9","0.14","457.038","30.383","3073.643","2933.023"
"5","9","9","799","128","21","2.2","0.14","713.74","37.706","4647.814","4451.415"
"5","9","10","835","142","22","2.4","0.14","880.395","41.797","5594.382","5364.442"
"5","9","11","846","155","23","2.5","0.14","985.376","44.726","6152.422","5902.709"
"5","9","12","47","418","24","2.6","0.14","456.941","33.836","2913.424","2778.482"
"5","9","13","14","274","24","2.7","0.14","272.745","29.766","1744.754","1651.222"
"5","9","14","795","163","23","2.6","0.14","880.911","42.086","5583.031","5353.494"
"5","9","15","185","346","22","2.1","0.14","476.78","33.334","3100.726","2959.147"
"5","9","16","155","257","21","1.5","0.14","334.121","30.04","2207.339","2097.416"
"5","9","17","88","160","20","1.2","0.14","179.15","25.194","1180.281","1106.751"
"5","9","18","0","52","18","1.2","0.14","47.999","19.393","308.645","266"
"5","9","19","0","0","18","1.4","0.14","0","0","0","0"
"5","9","20","0","0","17","1.2","0.14","0","17","0","0"
"5","9","21","0","0","17","1.2","0.14","0","17","0","0"
"5","9","22","0","0","16","1.4","0.14","0","16","0","0"
"5","9","23","0","0","16","1.6","0.14","0","16","0","0"
"5","10","0","0","0","16","1.7","0.14","0","16","0","0"
"5","10","1","0","0","16","1.9","0.14","0","16","0","0"
"5","10","2","0","0","15","2","0.14","0","15","0","0"
"5","10","3","0","0","15","1.9","0.14","0","15","0","0"
"5","10","4","0","0","15","1.8","0.14","0","15","0","0"
"5","10","5","0","0","15","2","0.14","0","15","0","0"
"5","10","6","0","56","16","2.5","0.14","50.974","17.124","329.543","286.157"
"5","10","7","139","148","17","2.6","0.14","181.446","20.922","1205.425","1131.003"
"5","10","8","0","132","17","2.6","0.14","122.95","19.662","815.45","754.847"
"5","10","9","0","73","18","3","0.14","67.939","19.368","435.455","388.317"
"5","10","10","11","233","18","3.7","0.14","228.833","22.114","1508.014","1422.87"
"5","10","11","12","247","18","4.1","0.14","244.661","22.144","1608.651","1519.942"
"5","10","12","24","356","18","3.9","0.14","362.668","24.321","2386.642","2270.366"
"5","10","13","25","353","18","3.5","0.14","368.198","24.818","2421.92","2304.394"
"5","10","14","5","171","18","3.3","0.14","164.752","21.151","1076.753","1006.891"
"5","10","15","0","116","18","3.7","0.14","108.18","19.948","703.96","647.307"
"5","10","16","0","62","17","4.5","0.14","57.627","17.929","372.621","327.709"
"5","10","17","0","60","17","5","0.14","55.722","17.845","364.792","320.158"
"5","10","18","0","9","17","4.7","0.14","8.328","17.131","49.827","16.353"
"5","10","19","0","0","16","3.8","0.14","0","0","0","0"
"5","10","20","0","0","16","2.8","0.14","0","16","0","0"
"5","10","21","0","0","15","1.8","0.14","0","15","0","0"
"5","10","22","0","0","14","1.2","0.14","0","14","0","0"
"5","10","23","0","0","14","1.2","0.14","0","14","0","0"
"5","11","0","0","0","14","1.2","0.14","0","14","0","0"
"5","11","1","0","0","14","1.2","0.14","0","14","0","0"
"5","11","2","0","0","14","1.2","0.14","0","14","0","0"
"5","11","3","0","0","14","1.2","0.14","0","14","0","0"
"5","11","4","0","0","13","1.6","0.14","0","13","0","0"
"5","11","5","0","0","12","2.3","0.14","0","12","0","0"
"5","11","6","0","28","12","2.7","0.14","25.958","12.552","166.365","128.762"
"5","11","7","0","27","12","2.7","0.14","25.032","12.534","162.207","124.751"
"5","11","8","0","63","13","2.6","0.14","58.551","14.268","385.505","340.137"
"5","11","9","3","169","14","3","0.14","160.221","17.226","1071.247","1001.58"
"5","11","10","13","251","15","3.6","0.14","247.753","19.523","1653.291","1563"
"5","11","11","9","194","15","3.8","0.14","191.107","18.381","1265.32","1188.776"
"5","11","12","12","232","14","3.9","0.14","230.903","18.024","1537.935","1451.732"
"5","11","13","68","434","14","3.9","0.14","491.196","22.568","3281.68","3133.689"
"5","11","14","11","232","14","3.8","0.14","228.103","18.039","1525.857","1440.081"
"5","11","15","22","267","14","3.7","0.14","267.672","18.822","1806.967","1711.23"
"5","11","16","418","214","14","3.4","0.14","448.059","22.506","3087.494","2946.384"
"5","11","17","441","125","13","2.7","0.14","273.597","18.79","1833.99","1737.296"
"5","11","18","339","75","12","1.8","0.14","104.822","14.514","589.712","537.108"
"5","11","19","0","0","12","1.4","0.14","0","0","0","0"
"5","11","20","0","0","12","1.9","0.14","0","12","0","0"
"5","11","21","0","0","11","2.4","0.14","0","11","0","0"
"5","11","22","0","0","10","2.3","0.14","0","10","0","0"
"5","11","23","0","0","9","2","0.14","0","9","0","0"
"5","12","0","0","0","7","1.9","0.14","0","7","0","0"
"5","12","1","0","0","6","1.9","0.14","0","6","0","0"
"5","12","2","0","0","6","1.9","0.14","0","6","0","0"
"5","12","3","0","0","5","1.7","0.14","0","5","0","0"
"5","12","4","0","0","4","1.5","0.14","0","4","0","0"
"5","12","5","0","0","4","1.6","0.14","0","0","0","0"
"5","12","6","427","56","6","1.9","0.14","83.535","7.895","434.044","386.956"
"5","12","7","704","80","8","2.5","0.14","300.183","14.531","1989.657","1887.447"
"5","12","8","834","94","9","3.1","0.14","543.911","19.867","3830.276","3662.846"
"5","12","9","903","103","10","3.5","0.14","762.61","24.251","5233.702","5016.543"
"5","12","10","943","109","11","3.7","0.14","937.266","27.955","6286.717","6032.245"
"5","12","11","961","114","12","3.8","0.14","1048.894","30.673","6920.836","6643.894"
"5","12","12","966","115","13","3.9","0.14","1088.7","32.091","7128.515","6666.667"
"5","12","13","970","107","13","4","0.14","1059.197","31.312","6968.963","6666.667"
"5","12","14","951","104","13","4","0.14","955.667","29.538","6365.954","6108.674"
"5","12","15","915","98","13","3.8","0.14","788.848","27.081","5349.967","5128.688"
"5","12","16","182","259","12","3.5","0.14","351.092","18.551","2429.083","2311.302"
"5","12","17","749","75","11","2.8","0.14","336.625","17.977","2249.399","2137.985"
"5","12","18","541","53","9","1.7","0.14","109.833","11.584","559.295","507.769"
"5","12","19","0","0","7","1.3","0.14","0","0","0","0"
"5","12","20","0","0","6","1.2","0.14","0","6","0","0"
"5","12","21","0","0","5","1.2","0.14","0","5","0","0"
"5","12","22","0","0","4","1.2","0.14","0","4","0","0"
"5","12","23","0","0","3","1.2","0.14","0","3","0","0"
"5","13","0","0","0","3","1.2","0.14","0","3","0","0"
"5","13","1","0","0","2","1.1","0.14","0","2","0","0"
"5","13","2","0","0","2","1.1","0.14","0","2","0","0"
"5","13","3","0","0","1","1.1","0.14","0","1","0","0"
"5","13","4","0","0","1","1","0.14","0","1","0","0"
"5","13","5","0","0","2","1.2","0.14","0","0","0","0"
"5","13","6","492","49","4","1.7","0.14","82.857","5.919","410.705","364.444"
"5","13","7","724","75","7","2.2","0.14","303.473","13.986","2014.725","1911.627"
"5","13","8","836","91","10","2.9","0.14","542.453","21.209","3800.869","3634.481"
"5","13","9","894","104","12","3.4","0.14","757.316","26.375","5155.483","4941.095"
"5","13","10","948","101","13","3.7","0.14","933.646","29.891","6217.863","5965.831"
"5","13","11","960","109","14","3.8","0.14","1042.816","32.565","6832.262","6558.459"
"5","13","12","961","113","15","3.9","0.14","1081.528","33.965","7031.594","6666.667"
"5","13","13","935","125","15","3.9","0.14","1042.908","33.291","6808.607","6535.643"
"5","13","14","901","129","15","3.8","0.14","936.055","31.676","6181.717","5930.965"
"5","13","15","321","325","15","3.6","0.14","562.753","25.319","3795.601","3629.399"
"5","13","16","814","102","14","3","0.14","566.478","25.501","3898.347","3728.505"
"5","13","17","701","86","13","2.2","0.14","329.932","20.641","2186.131","2076.959"
"5","13","18","497","58","11","1.3","0.14","109.876","13.859","570.171","518.259"
"5","13","19","0","0","9","1","0.14","0","0","0","0"
"5","13","20","0","0","9","1","0.14","0","9","0","0"
"5","13","21","0","0","9","0.9","0.14","0","9","0","0"
"5","13","22","0","0","9","0.8","0.14","0","9","0","0"
"5","13","23","0","0","10","0.6","0.14","0","10","0","0"
"5","14","0","0","0","9","0.7","0.14","0","9","0","0"
"5","14","1","0","0","7","1","0.14","0","7","0","0"
"5","14","2","0","0","5","1.2","0.14","0","5","0","0"
"5","14","3","0","0","4","1.2","0.14","0","4","0","0"
"5","14","4","0","0","4","1.3","0.14","0","4","0","0"
"5","14","5","0","0","6","1.5","0.14","0","0","0","0"
"5","14","6","29","64","8","2.1","0.14","59.763","9.414","393.532","347.879"
"5","14","7","0","114","10","2.6","0.14","105.458","12.291","725.531","668.114"
"5","14","8","734","118","13","3.1","0.14","514.315","23.271","3567.936","3409.801"
"5","14","9","807","132","16","3.7","0.14","724.565","29.127","4875.455","4670.989"
"5","14","10","862","133","18","4.1","0.14","890.364","33.188","5852.419","5613.336"
"5","14","11","889","134","20","4.4","0.14","998.876","36.325","6450.238","6189.971"
"5","14","12","901","131","21","4.6","0.14","1039.103","37.527","6664.875","6397.003"
"5","14","13","910","118","22","4.7","0.14","1011.407","37.882","6490.234","6228.551"
"5","14","14","889","114","23","4.6","0.14","910.499","37.501","5882.083","5641.949"
"5","14","15","847","108","23","4.3","0.14","748.148","35.43","4911.115","4705.386"
"5","14","16","783","97","23","4","0.14","544.326","32.459","3644.987","3484.122"
"5","14","17","673","82","22","3.5","0.14","316.781","27.856","2039.142","1935.178"
"5","14","18","470","56","20","2.9","0.14","105.33","21.993","529.619","479.144"
"5","14","19","60","9","18","2.5","0.14","8.562","18.167","34.862","1.918"
"5","14","20","0","0","17","2.3","0.14","0","17","0","0"
"5","14","21","0","0","17","2.2","0.14","0","17","0","0"
"5","14","22","0","0","17","2.2","0.14","0","17","0","0"
"5","14","23","0","0","17","2.4","0.14","0","17","0","0"
"5","15","0","0","0","17","2.7","0.14","0","17","0","0"
"5","15","1","0","0","17","3","0.14","0","17","0","0"
"5","15","2","0","0","17","3.3","0.14","0","17","0","0"
"5","15","3","0","0","17","3.5","0.14","0","17","0","0"
"5","15","4","0","0","16","3.4","0.14","0","16","0","0"
"5","15","5","0","0","16","3.5","0.14","0","0","0","0"
"5","15","6","429","53","18","3.9","0.14","82.219","19.315","402.745","356.765"
"5","15","7","661","81","20","4.3","0.14","289.071","24.729","1845.221","1748.129"
"5","15","8","776","99","21","4.5","0.14","518.87","29.414","3519.26","3362.85"
"5","15","9","838","113","23","4.5","0.14","728.225","34.777","4796.968","4595.284"
"5","15","10","888","114","24","4.6","0.14","894.269","38.245","5765.386","5529.387"
"5","15","11","908","118","25","4.7","0.14","1001.258","40.723","6356.081","6099.151"
"5","15","12","917","118","25","4.7","0.14","1042.059","41.358","6584.318","6319.301"
"5","15","13","917","114","26","4.6","0.14","1014.118","42.136","6398.305","6139.879"
"5","15","14","898","111","26","4.5","0.14","915.521","40.777","5837.754","5599.19"
"5","15","15","861","105","25","4.2","0.14","755.872","37.734","4916.924","4710.989"
"5","15","16","799","95","24","3.7","0.14","551.783","34.022","3672.854","3511.002"
"5","15","17","686","82","23","3","0.14","321.875","29.451","2059.973","1955.272"
"5","15","18","467","59","21","2.4","0.14","108.269","23.249","547.688","496.572"
"5","15","19","43","10","19","2.1","0.14","9.513","19.2","38.737","5.656"
"5","15","20","0","0","18","2","0.14","0","18","0","0"
"5","15","21","0","0","17","1.9","0.14","0","17","0","0"
"5","15","22","0","0","17","1.7","0.14","0","17","0","0"
"5","15","23","0","0","16","1.5","0.14","0","16","0","0"
"5","16","0","0","0","16","1.5","0.14","0","16","0","0"
"5","16","1","0","0","16","1.6","0.14","0","16","0","0"
"5","16","2","0","0","16","1.7","0.14","0","16","0","0"
"5","16","3","0","0","16","1.9","0.14","0","16","0","0"
"5","16","4","0","0","15","1.9","0.14","0","15","0","0"
"5","16","5","0","0","16","2.1","0.14","0","0","0","0"
"5","16","6","5","63","17","2.7","0.14","57.602","18.225","372.572","327.662"
"5","16","7","20","137","19","3.2","0.14","132.775","21.6","883.721","820.698"
"5","16","8","201","247","20","3.6","0.14","343.525","26.315","2310.118","2196.553"
"5","16","9","400","294","21","3.6","0.14","580.874","31.66","3835.638","3668.017"
"5","16","10","77","395","21","3.4","0.14","449.757","29.475","2935.503","2799.778"
"5","16","11","20","323","21","3.2","0.14","325.276","27.317","2111.894","2005.353"
"5","16","12","7","173","21","3.1","0.14","169.574","24.346","1089.567","1019.251"
"5","16","13","0","133","21","3","0.14","124.576","23.499","793.974","734.132"
"5","16","14","6","176","20","2.9","0.14","170.321","23.48","1103.544","1032.732"
"5","16","15","11","228","20","2.8","0.14","222.106","24.626","1455.709","1372.419"
"5","16","16","84","256","20","2.4","0.14","289.539","26.508","1925.539","1825.601"
"5","16","17","260","159","19","1.4","0.14","241.23","25.652","1584.808","1496.944"
"5","16","18","236","74","18","0.7","0.14","94.039","20.981","536.878","486.146"
"5","16","19","0","8","17","0.6","0.15","7.61","17.227","30.952","0"
"5","16","20","0","0","17","0.6","0.15","0","17","0","0"
"5","16","21","0","0","17","0.7","0.15","0","17","0","0"
"5","16","22","0","0","16","0.8","0.15","0","16","0","0"
"5","16","23","0","0","16","0.8","0.15","0","16","0","0"
"5","17","0","0","0","15","0.9","0.15","0","15","0","0"
"5","17","1","0","0","15","1","0.15","0","15","0","0"
"5","17","2","0","0","15","0.9","0.15","0","15","0","0"
"5","17","3","0","0","15","0.9","0.15","0","15","0","0"
"5","17","4","0","0","14","0.9","0.15","0","14","0","0"
"5","17","5","0","0","15","0.8","0.15","0","0","0","0"
"5","17","6","14","65","16","1","0.15","60.134","17.827","387.682","342.237"
"5","17","7","291","142","18","1.2","0.15","225.882","24.509","1470.535","1386.719"
"5","17","8","375","217","20","1","0.15","411.506","32.57","2722.685","2594.501"
"5","17","9","287","324","22","1.1","0.15","527.893","37.668","3390.009","3238.179"
"5","17","10","117","411","23","1.2","0.15","506.93","37.632","3213.326","3067.757"
"5","17","11","90","449","23","1.5","0.15","525.633","37.127","3323.299","3173.833"
"5","17","12","162","485","23","1.6","0.15","646.864","40.006","4054.702","3879.319"
"5","17","13","134","469","23","1.6","0.15","597.786","38.717","3765.066","3599.946"
"5","17","14","305","403","23","1.6","0.15","675.726","40.809","4260.129","4077.467"
"5","17","15","325","328","23","1.6","0.15","568.387","38.011","3646.769","3485.841"
"5","17","16","28","224","22","1.3","0.15","227.356","28.431","1485.313","1400.974"
"5","17","17","0","96","21","0.8","0.15","89.111","23.866","579.299","527.063"
"5","17","18","81","81","21","0.5","0.15","82.059","23.827","503.403","453.857"
"5","17","19","0","6","20","0.5","0.15","5.708","20.176","22.507","0"
"5","17","20","0","0","19","0.6","0.15","0","19","0","0"
"5","17","21","0","0","18","0.7","0.15","0","18","0","0"
"5","17","22","0","0","17","0.7","0.15","0","17","0","0"
"5","17","23","0","0","17","0.8","0.15","0","17","0","0"
"5","18","0","0","0","17","0.9","0.15","0","17","0","0"
"5","18","1","0","0","16","0.8","0.15","0","16","0","0"
"5","18","2","0","0","16","0.8","0.15","0","16","0","0"
