month,day,hour,home_size,home_id,total_consumption_kwh
1,1,0,small,17407,0.1146
1,1,0,small,17407,0.1338
1,1,0,small,17407,0.156
1,1,0,small,17407,0.1819
1,1,1,small,17407,0.1884
1,1,1,small,17407,0.1921
1,1,1,small,17407,0.195
1,1,1,small,17407,0.1975
1,1,2,small,17407,0.1999
1,1,2,small,17407,0.2021
1,1,2,small,17407,0.2042
1,1,2,small,17407,0.2063
1,1,3,small,17407,0.2096
1,1,3,small,17407,0.2137
1,1,3,small,17407,0.2178
1,1,3,small,17407,0.2219
1,1,4,small,17407,0.2234
1,1,4,small,17407,0.2251
1,1,4,small,17407,0.2266
1,1,4,small,17407,0.228
1,1,5,small,17407,0.4001
1,1,5,small,17407,0.2983
1,1,5,small,17407,0.2308
1,1,5,small,17407,0.2317
1,1,6,small,17407,0.2336
1,1,6,small,17407,0.2343
1,1,6,small,17407,0.235
1,1,6,small,17407,0.2356
1,1,7,small,17407,0.2374
1,1,7,small,17407,0.2381
1,1,7,small,17407,0.2388
1,1,7,small,17407,0.2396
1,1,8,small,17407,0.2409
1,1,8,small,17407,0.2413
1,1,8,small,17407,0.2302
1,1,8,small,17407,0.2153
1,1,9,small,17407,0.1903
1,1,9,small,17407,0.1647
1,1,9,small,17407,0.1519
1,1,9,small,17407,0.1466
1,1,10,small,17407,0.1417
1,1,10,small,17407,0.2435
1,1,10,small,17407,0.2713
1,1,10,small,17407,0.1284
1,1,11,small,17407,0.1238
1,1,11,small,17407,0.1196
1,1,11,small,17407,0.0997
1,1,11,small,17407,0.0915
1,1,12,small,17407,0.0842
1,1,12,small,17407,0.0765
1,1,12,small,17407,0.0715
1,1,12,small,17407,0.0675
1,1,13,small,17407,0.0631
1,1,13,small,17407,0.0592
1,1,13,small,17407,0.0561
1,1,13,small,17407,0.0537
1,1,14,small,17407,0.0543
1,1,14,small,17407,0.0562
1,1,14,small,17407,0.0576
1,1,14,small,17407,0.059
1,1,15,small,17407,0.0602
1,1,15,small,17407,0.0616
1,1,15,small,17407,0.0977
1,1,15,small,17407,0.2688
1,1,16,small,17407,0.0661
1,1,16,small,17407,0.068
1,1,16,small,17407,0.07
1,1,16,small,17407,0.0721
1,1,17,small,17407,0.076
1,1,17,small,17407,0.079
1,1,17,small,17407,0.0812
1,1,17,small,17407,0.083
1,1,18,small,17407,0.086
1,1,18,small,17407,0.0875
1,1,18,small,17407,0.0893
1,1,18,small,17407,0.0914
1,1,19,small,17407,0.0921
1,1,19,small,17407,0.0929
1,1,19,small,17407,0.0936
1,1,19,small,17407,0.0943
1,1,20,small,17407,0.0949
1,1,20,small,17407,0.0962
1,1,20,small,17407,0.0975
1,1,20,small,17407,0.0988
1,1,21,small,17407,0.337
1,1,21,small,17407,0.0976
1,1,21,small,17407,0.0972
1,1,21,small,17407,0.0968
1,1,22,small,17407,0.0961
1,1,22,small,17407,0.0965
1,1,22,small,17407,0.0967
1,1,22,small,17407,0.097
1,1,23,small,17407,0.0977
1,1,23,small,17407,0.0999
1,1,23,small,17407,0.1025
1,1,23,small,17407,0.1055
1,2,0,small,17407,0.1194
1,2,0,small,17407,0.1211
1,2,0,small,17407,0.1233
1,2,0,small,17407,0.1259
1,2,1,small,17407,0.1265
1,2,1,small,17407,0.1271
1,2,1,small,17407,0.1276
1,2,1,small,17407,0.128
1,2,2,small,17407,0.1274
1,2,2,small,17407,0.3657
1,2,2,small,17407,0.1261
1,2,2,small,17407,0.1256
1,2,3,small,17407,0.1255
1,2,3,small,17407,0.126
1,2,3,small,17407,0.1266
1,2,3,small,17407,0.1271
1,2,4,small,17407,0.1268
1,2,4,small,17407,0.1269
1,2,4,small,17407,0.127
1,2,4,small,17407,0.127
1,2,5,small,17407,0.1256
1,2,5,small,17407,0.1245
1,2,5,small,17407,0.1238
1,2,5,small,17407,0.1235
1,2,6,small,17407,0.1246
1,2,6,small,17407,0.1246
1,2,6,small,17407,0.1249
1,2,6,small,17407,0.1254
1,2,7,small,17407,0.1266
1,2,7,small,17407,0.1266
1,2,7,small,17407,0.3655
1,2,7,small,17407,0.1265
1,2,8,small,17407,0.1267
