month,day,hour,home_size,home_id,total_consumption_kwh
1,1,0,med,7342,0.4184
1,1,0,med,7342,0.4621
1,1,0,med,7342,0.8117
1,1,0,med,7342,0.926
1,1,1,med,7342,0.9865
1,1,1,med,7342,1.0124
1,1,1,med,7342,1.022
1,1,1,med,7342,1.0252
1,1,2,med,7342,1.0267
1,1,2,med,7342,1.028
1,1,2,med,7342,1.03
1,1,2,med,7342,1.0329
1,1,3,med,7342,1.0507
1,1,3,med,7342,1.0693
1,1,3,med,7342,1.0891
1,1,3,med,7342,1.1095
1,1,4,med,7342,1.1108
1,1,4,med,7342,1.1213
1,1,4,med,7342,1.135
1,1,4,med,7342,1.1505
1,1,5,med,7342,1.1689
1,1,5,med,7342,1.1844
1,1,5,med,7342,1.1988
1,1,5,med,7342,1.2158
1,1,6,med,7342,1.8941
1,1,6,med,7342,1.6807
1,1,6,med,7342,1.6564
1,1,6,med,7342,1.6709
1,1,7,med,7342,1.4097
1,1,7,med,7342,1.6885
1,1,7,med,7342,1.2646
1,1,7,med,7342,1.3186
1,1,8,med,7342,1.2731
1,1,8,med,7342,1.194
1,1,8,med,7342,1.191
1,1,8,med,7342,1.1774
1,1,9,med,7342,1.1325
1,1,9,med,7342,1.0778
1,1,9,med,7342,1.0164
1,1,9,med,7342,0.5573
1,1,10,med,7342,0.5578
1,1,10,med,7342,0.5584
1,1,10,med,7342,0.9915
1,1,10,med,7342,0.5599
1,1,11,med,7342,0.5612
1,1,11,med,7342,0.5624
1,1,11,med,7342,0.5636
1,1,11,med,7342,0.565
1,1,12,med,7342,0.5676
1,1,12,med,7342,0.5638
1,1,12,med,7342,0.5332
1,1,12,med,7342,0.9603
1,1,13,med,7342,0.5295
1,1,13,med,7342,0.516
1,1,13,med,7342,0.5032
1,1,13,med,7342,0.4885
1,1,14,med,7342,0.4767
1,1,14,med,7342,0.4636
1,1,14,med,7342,0.4641
1,1,14,med,7342,0.4517
1,1,15,med,7342,0.8393
1,1,15,med,7342,0.4388
1,1,15,med,7342,0.429
1,1,15,med,7342,0.4167
1,1,16,med,7342,0.4103
1,1,16,med,7342,0.3966
1,1,16,med,7342,0.4805
1,1,16,med,7342,0.4539
1,1,17,med,7342,0.3762
1,1,17,med,7342,0.3825
1,1,17,med,7342,0.9264
1,1,17,med,7342,1.4551
1,1,18,med,7342,0.5683
1,1,18,med,7342,0.4236
1,1,18,med,7342,0.9096
1,1,18,med,7342,0.5067
1,1,19,med,7342,0.6408
1,1,19,med,7342,0.9863
1,1,19,med,7342,0.541
1,1,19,med,7342,0.483
1,1,20,med,7342,0.4527
1,1,20,med,7342,0.4634
1,1,20,med,7342,0.4547
1,1,20,med,7342,1.3149
1,1,21,med,7342,0.9788
1,1,21,med,7342,1.2438
1,1,21,med,7342,1.2394
1,1,21,med,7342,0.7973
1,1,22,med,7342,0.5144
1,1,22,med,7342,0.8987
1,1,22,med,7342,0.4171
1,1,22,med,7342,0.416
1,1,23,med,7342,0.3762
1,1,23,med,7342,0.3809
1,1,23,med,7342,0.3846
1,1,23,med,7342,0.3875
1,2,0,med,7342,0.3765
1,2,0,med,7342,0.3755
1,2,0,med,7342,0.3732
1,2,0,med,7342,0.3654
1,2,1,med,7342,0.3621
1,2,1,med,7342,0.3598
1,2,1,med,7342,0.3578
1,2,1,med,7342,0.3558
1,2,2,med,7342,0.3561
1,2,2,med,7342,0.3567
1,2,2,med,7342,0.6469
1,2,2,med,7342,0.4629
1,2,3,med,7342,0.359
1,2,3,med,7342,0.3595
1,2,3,med,7342,0.3598
1,2,3,med,7342,0.36
1,2,4,med,7342,0.3589
1,2,4,med,7342,0.3575
1,2,4,med,7342,0.356
1,2,4,med,7342,0.3548
1,2,5,med,7342,0.3554
1,2,5,med,7342,0.3561
1,2,5,med,7342,0.3575
1,2,5,med,7342,0.3642
1,2,6,med,7342,0.4205
1,2,6,med,7342,0.4504
1,2,6,med,7342,0.5611
1,2,6,med,7342,1.1117
1,2,7,med,7342,0.5854
1,2,7,med,7342,0.8112
1,2,7,med,7342,0.4552
1,2,7,med,7342,0.5246
1,2,8,med,7342,1.0482
1,2,8,med,7342,0.4209
1,2,8,med,7342,0.3299
1,2,8,med,7342,0.9094
1,2,9,med,7342,0.3535
1,2,9,med,7342,0.3562
1,2,9,med,7342,0.3571
1,2,9,med,7342,0.364
1,2,10,med,7342,0.84
1,2,10,med,7342,0.3561
1,2,10,med,7342,0.3538
1,2,10,med,7342,0.3525
1,2,11,med,7342,0.3526
1,2,11,med,7342,0.3531
1,2,11,med,7342,0.3538
1,2,11,med,7342,0.3544
1,2,12,med,7342,0.355
1,2,12,med,7342,0.7881
1,2,12,med,7342,0.3562
1,2,12,med,7342,0.3643
1,2,13,med,7342,0.3602
1,2,13,med,7342,0.3551
1,2,13,med,7342,0.3603
1,2,13,med,7342,0.4347
1,2,14,med,7342,0.5061
1,2,14,med,7342,0.4077
1,2,14,med,7342,0.7432
1,2,14,med,7342,0.3174
1,2,15,med,7342,0.3227
1,2,15,med,7342,0.3241
1,2,15,med,7342,0.351
1,2,15,med,7342,0.3617
1,2,16,med,7342,0.7159
1,2,16,med,7342,0.8845
1,2,16,med,7342,0.9725
1,2,16,med,7342,0.8074
1,2,17,med,7342,1.0179
1,2,17,med,7342,0.4865
1,2,17,med,7342,0.4661
1,2,17,med,7342,0.4521
1,2,18,med,7342,0.4568
1,2,18,med,7342,0.4479
1,2,18,med,7342,1.0569
1,2,18,med,7342,0.9753
1,2,19,med,7342,0.511
1,2,19,med,7342,0.5127
1,2,19,med,7342,0.4776
1,2,19,med,7342,0.5124
1,2,20,med,7342,0.4674
1,2,20,med,7342,0.2837
1,2,20,med,7342,0.288
1,2,20,med,7342,0.2915
1,2,21,med,7342,0.2423
1,2,21,med,7342,0.7294
1,2,21,med,7342,0.2197
1,2,21,med,7342,0.2261
1,2,22,med,7342,0.221
1,2,22,med,7342,0.2261
1,2,22,med,7342,0.6383
1,2,22,med,7342,0.2119
1,2,23,med,7342,0.2148
1,2,23,med,7342,0.2169
1,2,23,med,7342,0.2179
1,2,23,med,7342,0.218
1,3,0,med,7342,0.2179
1,3,0,med,7342,0.2182
1,3,0,med,7342,0.2186
1,3,0,med,7342,0.6124
1,3,1,med,7342,0.2176
1,3,1,med,7342,0.216
1,3,1,med,7342,0.214
1,3,1,med,7342,0.2118
1,3,2,med,7342,0.2105
1,3,2,med,7342,0.2092
1,3,2,med,7342,0.2081
1,3,2,med,7342,0.2071
1,3,3,med,7342,0.2059
1,3,3,med,7342,0.2055
1,3,3,med,7342,0.2051
1,3,3,med,7342,0.2047
1,3,4,med,7342,0.2042
1,3,4,med,7342,0.2037
1,3,4,med,7342,0.2032
1,3,4,med,7342,0.2027
1,3,5,med,7342,0.2021
1,3,5,med,7342,0.2004
1,3,5,med,7342,0.1982
1,3,5,med,7342,0.2223
1,3,6,med,7342,0.285
1,3,6,med,7342,0.2605
1,3,6,med,7342,0.6092
1,3,6,med,7342,1.1526
1,3,7,med,7342,0.7483
1,3,7,med,7342,0.4882
1,3,7,med,7342,0.2226
1,3,7,med,7342,0.2162
1,3,8,med,7342,0.2143
1,3,8,med,7342,0.2123
1,3,8,med,7342,0.2108
1,3,8,med,7342,0.2094
1,3,9,med,7342,0.2078
1,3,9,med,7342,0.2058
1,3,9,med,7342,0.5396
1,3,9,med,7342,0.2545
1,3,10,med,7342,0.1759
1,3,10,med,7342,0.1695
1,3,10,med,7342,0.5396
1,3,10,med,7342,0.197
1,3,11,med,7342,0.278
1,3,11,med,7342,0.453
1,3,11,med,7342,0.1484
1,3,11,med,7342,0.1493
1,3,12,med,7342,0.7932
1,3,12,med,7342,0.2414
1,3,12,med,7342,0.7085
1,3,12,med,7342,0.2154
1,3,13,med,7342,0.1192
1,3,13,med,7342,0.1258
1,3,13,med,7342,0.1295
1,3,13,med,7342,0.1313
1,3,14,med,7342,0.1442
1,3,14,med,7342,0.6821
1,3,14,med,7342,0.139
1,3,14,med,7342,0.6126
1,3,15,med,7342,0.1403
1,3,15,med,7342,0.2926
1,3,15,med,7342,0.475
1,3,15,med,7342,0.1265
1,3,16,med,7342,0.1288
1,3,16,med,7342,0.5534
1,3,16,med,7342,0.2076
1,3,16,med,7342,0.5121
1,3,17,med,7342,0.1296
1,3,17,med,7342,0.1311
1,3,17,med,7342,0.1136
1,3,17,med,7342,0.1954
1,3,18,med,7342,0.352
1,3,18,med,7342,0.352
1,3,18,med,7342,0.8331
1,3,18,med,7342,0.2716
1,3,19,med,7342,0.181
1,3,19,med,7342,0.181
1,3,19,med,7342,0.181
1,3,19,med,7342,0.2148
1,3,20,med,7342,0.1523
1,3,20,med,7342,0.185
