month,day,hour,home_size,home_id,total_consumption_kwh
1,1,0,large,10033,1.9942
1,1,0,large,10033,2.0534
1,1,0,large,10033,1.7995
1,1,0,large,10033,1.7991
1,1,1,large,10033,1.8152
1,1,1,large,10033,1.8313
1,1,1,large,10033,1.8464
1,1,1,large,10033,1.8608
1,1,2,large,10033,4.8812
1,1,2,large,10033,2.2954
1,1,2,large,10033,2.4411
1,1,2,large,10033,2.738
1,1,3,large,10033,2.5299
1,1,3,large,10033,2.4971
1,1,3,large,10033,2.4775
1,1,3,large,10033,2.4643
1,1,4,large,10033,2.4344
1,1,4,large,10033,2.409
1,1,4,large,10033,2.3879
1,1,4,large,10033,2.3702
1,1,5,large,10033,2.7595
1,1,5,large,10033,2.3623
1,1,5,large,10033,2.3605
1,1,5,large,10033,2.3606
1,1,6,large,10033,2.3675
1,1,6,large,10033,2.375
1,1,6,large,10033,2.3845
1,1,6,large,10033,2.3961
1,1,7,large,10033,2.3881
1,1,7,large,10033,2.3836
1,1,7,large,10033,2.3819
1,1,7,large,10033,2.3755
1,1,8,large,10033,2.4172
1,1,8,large,10033,2.4021
1,1,8,large,10033,2.3868
1,1,8,large,10033,2.3705
1,1,9,large,10033,2.3498
1,1,9,large,10033,2.3294
1,1,9,large,10033,2.9912
1,1,9,large,10033,2.2964
1,1,10,large,10033,2.4077
1,1,10,large,10033,2.988
1,1,10,large,10033,2.3378
1,1,10,large,10033,2.3245
1,1,11,large,10033,2.4023
1,1,11,large,10033,2.4283
1,1,11,large,10033,2.1469
1,1,11,large,10033,2.1232
1,1,12,large,10033,2.1073
1,1,12,large,10033,2.0943
1,1,12,large,10033,2.0826
1,1,12,large,10033,2.4646
1,1,13,large,10033,2.0505
1,1,13,large,10033,2.029
1,1,13,large,10033,2.0119
1,1,13,large,10033,1.9971
1,1,14,large,10033,2.1366
1,1,14,large,10033,2.2864
1,1,14,large,10033,2.1622
1,1,14,large,10033,2.5412
1,1,15,large,10033,1.969
1,1,15,large,10033,2.152
1,1,15,large,10033,2.3138
1,1,15,large,10033,2.0248
1,1,16,large,10033,2.0015
1,1,16,large,10033,2.0192
1,1,16,large,10033,2.0334
1,1,16,large,10033,2.0473
1,1,17,large,10033,0.2413
1,1,17,large,10033,0.3969
1,1,17,large,10033,2.2986
1,1,17,large,10033,1.0638
1,1,18,large,10033,1.5678
1,1,18,large,10033,1.6451
1,1,18,large,10033,1.6792
1,1,18,large,10033,2.6778
1,1,19,large,10033,2.8075
1,1,19,large,10033,2.8108
1,1,19,large,10033,2.8502
1,1,19,large,10033,2.7604
1,1,20,large,10033,2.1665
1,1,20,large,10033,1.79
1,1,20,large,10033,1.7977
1,1,20,large,10033,1.8039
1,1,21,large,10033,1.7865
1,1,21,large,10033,1.7965
1,1,21,large,10033,1.8043
1,1,21,large,10033,1.8108
1,1,22,large,10033,1.7233
1,1,22,large,10033,2.2292
1,1,22,large,10033,1.7862
1,1,22,large,10033,1.8001
1,1,23,large,10033,1.8147
1,1,23,large,10033,1.8334
1,1,23,large,10033,1.8539
1,1,23,large,10033,1.8765
1,2,0,large,10033,1.8738
1,2,0,large,10033,1.874
1,2,0,large,10033,1.8754
1,2,0,large,10033,1.8779
1,2,1,large,10033,1.8823
1,2,1,large,10033,1.8873
1,2,1,large,10033,1.8919
1,2,1,large,10033,1.8964
1,2,2,large,10033,4.8812
1,2,2,large,10033,2.4411
1,2,2,large,10033,2.4876
