month,day,hour,home_size,home_id,total_consumption_kwh
1,1,0,small,5264,0.4461
1,1,0,small,5264,0.494
1,1,0,small,5264,0.5432
1,1,0,small,5264,0.5951
1,1,1,small,5264,0.5856
1,1,1,small,5264,0.5764
1,1,1,small,5264,0.5674
1,1,1,small,5264,0.5589
1,1,2,small,5264,0.5567
1,1,2,small,5264,0.5541
1,1,2,small,5264,0.5515
1,1,2,small,5264,0.5491
1,1,3,small,5264,0.0264
1,1,3,small,5264,0.026
1,1,3,small,5264,0.0255
1,1,3,small,5264,0.025
1,1,4,small,5264,0.0232
1,1,4,small,5264,0.0229
1,1,4,small,5264,0.0227
1,1,4,small,5264,0.0225
1,1,5,small,5264,0.0218
1,1,5,small,5264,0.0818
1,1,5,small,5264,0.0336
1,1,5,small,5264,0.0413
1,1,6,small,5264,0.0552
1,1,6,small,5264,0.0662
1,1,6,small,5264,0.0767
1,1,6,small,5264,0.0868
1,1,7,small,5264,0.1034
1,1,7,small,5264,0.1187
1,1,7,small,5264,0.1336
1,1,7,small,5264,0.1484
1,1,8,small,5264,0.1597
1,1,8,small,5264,0.564
1,1,8,small,5264,0.1791
1,1,8,small,5264,0.189
1,1,9,small,5264,0.1827
1,1,9,small,5264,0.1784
1,1,9,small,5264,0.1741
1,1,9,small,5264,0.1697
1,1,10,small,5264,0.1668
1,1,10,small,5264,0.1644
1,1,10,small,5264,0.1623
1,1,10,small,5264,0.1602
1,1,11,small,5264,0.1834
1,1,11,small,5264,0.1901
1,1,11,small,5264,0.1953
1,1,11,small,5264,0.2005
1,1,12,small,5264,2.7461
1,1,12,small,5264,0.4448
1,1,12,small,5264,0.631
1,1,12,small,5264,0.9335
1,1,13,small,5264,0.744
1,1,13,small,5264,0.7132
1,1,13,small,5264,0.6895
1,1,13,small,5264,0.6694
1,1,14,small,5264,0.0303
1,1,14,small,5264,0.0299
1,1,14,small,5264,0.0293
1,1,14,small,5264,0.0288
1,1,15,small,5264,0.0295
1,1,15,small,5264,0.0293
1,1,15,small,5264,0.0291
1,1,15,small,5264,0.0737
1,1,16,small,5264,0.1023
1,1,16,small,5264,0.1727
1,1,16,small,5264,0.4126
1,1,16,small,5264,0.1093
1,1,17,small,5264,0.1044
1,1,17,small,5264,0.0999
1,1,17,small,5264,0.097
1,1,17,small,5264,0.0958
1,1,18,small,5264,0.1013
1,1,18,small,5264,0.1039
1,1,18,small,5264,0.1063
1,1,18,small,5264,0.1085
