month,day,hour,home_size,home_id,total_consumption_kwh
1,1,0,large,1617,0.8595
1,1,0,large,1617,0.9613
1,1,0,large,1617,1.0616
1,1,0,large,1617,1.1686
1,1,1,large,1617,1.2259
1,1,1,large,1617,1.2686
1,1,1,large,1617,1.3049
1,1,1,large,1617,1.338
1,1,2,large,1617,1.3635
1,1,2,large,1617,1.3944
1,1,2,large,1617,1.4252
1,1,2,large,1617,1.4558
1,1,3,large,1617,1.4963
1,1,3,large,1617,1.536
1,1,3,large,1617,1.5761
1,1,3,large,1617,1.6162
1,1,4,large,1617,1.6759
1,1,4,large,1617,1.7162
1,1,4,large,1617,1.756
1,1,4,large,1617,1.7953
1,1,5,large,1617,2.1109
1,1,5,large,1617,2.2276
1,1,5,large,1617,2.2937
1,1,5,large,1617,2.8885
1,1,6,large,1617,2.1257
1,1,6,large,1617,2.0452
1,1,6,large,1617,2.5718
1,1,6,large,1617,2.0317
1,1,7,large,1617,2.0203
1,1,7,large,1617,2.4774
1,1,7,large,1617,2.0354
1,1,7,large,1617,2.0439
1,1,8,large,1617,2.1246
1,1,8,large,1617,2.3508
1,1,8,large,1617,2.003
1,1,8,large,1617,2.8211
1,1,9,large,1617,1.9232
1,1,9,large,1617,1.8714
1,1,9,large,1617,2.3539
1,1,9,large,1617,1.8317
1,1,10,large,1617,1.7633
1,1,10,large,1617,1.8679
1,1,10,large,1617,1.738
1,1,10,large,1617,1.9533
1,1,11,large,1617,1.5134
1,1,11,large,1617,1.4906
1,1,11,large,1617,1.4169
1,1,11,large,1617,1.408
1,1,12,large,1617,1.3859
1,1,12,large,1617,1.356
1,1,12,large,1617,1.7602
1,1,12,large,1617,1.2886
1,1,13,large,1617,1.2541
1,1,13,large,1617,1.2208
1,1,13,large,1617,1.1855
1,1,13,large,1617,1.5732
1,1,14,large,1617,1.6957
1,1,14,large,1617,1.1165
1,1,14,large,1617,1.0442
1,1,14,large,1617,1.0209
1,1,15,large,1617,1.0436
1,1,15,large,1617,1.0266
1,1,15,large,1617,0.9989
1,1,15,large,1617,0.9662
1,1,16,large,1617,1.0129
1,1,16,large,1617,1.0384
1,1,16,large,1617,0.9928
1,1,16,large,1617,0.9702
1,1,17,large,1617,1.1279
1,1,17,large,1617,1.234
1,1,17,large,1617,1.0349
1,1,17,large,1617,1.0507
1,1,18,large,1617,0.9453
1,1,18,large,1617,0.9129
1,1,18,large,1617,0.8989
1,1,18,large,1617,0.8915
1,1,19,large,1617,0.9034
1,1,19,large,1617,1.4032
1,1,19,large,1617,1.0219
1,1,19,large,1617,0.974
1,1,20,large,1617,0.9474
1,1,20,large,1617,1.4269
1,1,20,large,1617,0.9299
1,1,20,large,1617,0.9871
1,1,21,large,1617,1.5432
1,1,21,large,1617,0.8927
1,1,21,large,1617,0.9135
1,1,21,large,1617,1.1281
1,1,22,large,1617,1.0619
1,1,22,large,1617,0.8771
1,1,22,large,1617,1.2946
1,1,22,large,1617,0.8546
1,1,23,large,1617,0.8137
1,1,23,large,1617,1.4507
1,1,23,large,1617,0.8746
1,1,23,large,1617,0.8937
1,2,0,large,1617,0.8626
1,2,0,large,1617,0.8788
1,2,0,large,1617,0.8883
1,2,0,large,1617,0.8813
1,2,1,large,1617,0.887
1,2,1,large,1617,0.8924
1,2,1,large,1617,0.8965
1,2,1,large,1617,0.8992
1,2,2,large,1617,0.8986
1,2,2,large,1617,0.904
1,2,2,large,1617,0.9088
1,2,2,large,1617,0.913
1,2,3,large,1617,0.9179
1,2,3,large,1617,0.9188
1,2,3,large,1617,1.3444
1,2,3,large,1617,1.0534
1,2,4,large,1617,1.2306
1,2,4,large,1617,0.9308
1,2,4,large,1617,0.9254
1,2,4,large,1617,0.9216
1,2,5,large,1617,1.4944
1,2,5,large,1617,1.0933
1,2,5,large,1617,1.1039
1,2,5,large,1617,1.538
1,2,6,large,1617,1.0182
1,2,6,large,1617,0.973
1,2,6,large,1617,1.6061
1,2,6,large,1617,1.0002
1,2,7,large,1617,1.3197
1,2,7,large,1617,0.9255
1,2,7,large,1617,0.8679
1,2,7,large,1617,0.9082
1,2,8,large,1617,0.8501
1,2,8,large,1617,0.8647
1,2,8,large,1617,0.873
1,2,8,large,1617,0.8784
1,2,9,large,1617,0.8666
1,2,9,large,1617,0.8641
1,2,9,large,1617,1.3512
1,2,9,large,1617,0.883
1,2,10,large,1617,0.8515
1,2,10,large,1617,0.8371
1,2,10,large,1617,0.8294
1,2,10,large,1617,0.8251
1,2,11,large,1617,1.2604
1,2,11,large,1617,1.0712
1,2,11,large,1617,1.1336
1,2,11,large,1617,0.8188
