month,day,hour,home_size,home_id,total_consumption_kwh
1,1,0,med,20753,0.3991
1,1,0,med,20753,0.3669
1,1,0,med,20753,0.3373
1,1,0,med,20753,0.3006
1,1,1,med,20753,0.3021
1,1,1,med,20753,0.303
1,1,1,med,20753,0.3029
1,1,1,med,20753,0.3021
1,1,2,med,20753,0.3141
1,1,2,med,20753,0.3134
1,1,2,med,20753,0.3129
1,1,2,med,20753,0.3128
1,1,3,med,20753,0.3101
1,1,3,med,20753,0.3082
1,1,3,med,20753,0.3066
1,1,3,med,20753,0.3051
1,1,4,med,20753,0.3029
1,1,4,med,20753,0.3015
1,1,4,med,20753,0.3001
1,1,4,med,20753,0.3007
1,1,5,med,20753,0.4666
1,1,5,med,20753,0.3608
1,1,5,med,20753,0.2903
1,1,5,med,20753,0.2887
1,1,6,med,20753,0.2934
1,1,6,med,20753,0.2947
1,1,6,med,20753,0.2961
1,1,6,med,20753,0.2975
1,1,7,med,20753,0.2982
1,1,7,med,20753,0.2975
1,1,7,med,20753,0.2969
1,1,7,med,20753,0.296
1,1,8,med,20753,0.2881
1,1,8,med,20753,0.2826
1,1,8,med,20753,0.2757
1,1,8,med,20753,0.2554
1,1,9,med,20753,0.2439
1,1,9,med,20753,0.2368
1,1,9,med,20753,0.2262
1,1,9,med,20753,0.2136
1,1,10,med,20753,0.1999
1,1,10,med,20753,0.2893
1,1,10,med,20753,0.2996
1,1,10,med,20753,0.1442
1,1,11,med,20753,0.1361
1,1,11,med,20753,0.1268
1,1,11,med,20753,0.1186
1,1,11,med,20753,0.1112
1,1,12,med,20753,0.1042
1,1,12,med,20753,0.1075
1,1,12,med,20753,0.1082
1,1,12,med,20753,0.1101
1,1,13,med,20753,0.1142
1,1,13,med,20753,0.1203
1,1,13,med,20753,0.1207
1,1,13,med,20753,0.1229
1,1,14,med,20753,0.123
1,1,14,med,20753,0.1216
1,1,14,med,20753,0.1219
1,1,14,med,20753,0.1228
1,1,15,med,20753,0.1317
1,1,15,med,20753,0.1416
1,1,15,med,20753,0.1986
1,1,15,med,20753,0.3786
1,1,16,med,20753,0.1834
1,1,16,med,20753,0.1945
1,1,16,med,20753,0.208
1,1,16,med,20753,0.2232
